Security Wise Delivery Position - Compulsory Rolling Settlement
10,MTO,22062026,1822890169,0003159
Trade Date <22-JUN-2026>,Settlement Type <N>
Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,1,0MOFSL27,N3,10,10,100.00
20,2,1003IIFL29,NC,230,120,52.17
20,3,1003ISFL28,N4,10,10,100.00
20,4,1018GS2026,GS,211,207,98.10
20,5,1025SCL34,Z8,15,15,100.00
20,6,1025SCL35A,N1,143,140,97.90
20,7,1025VCCL28,N0,1,1,100.00
20,8,1040UCL27B,N1,34,30,88.24
20,9,1050ISFL28,N5,24,24,100.00
20,10,1050NFL26,N7,51,51,100.00
20,11,1050UCL28,NH,79,79,100.00
20,12,105IIFL29,N7,300,270,90.00
20,13,1060ECL29,NS,1007,1007,100.00
20,14,1065NFL27,NC,27,26,96.30
20,15,1075WCA28,N0,3,3,100.00
20,16,10CAGL27,N5,183,133,72.68
20,17,10IIFL28,N4,15,15,100.00
20,18,10IIFL28A,NE,16,14,87.50
20,19,10IIFL29,N6,7,7,100.00
20,20,10NIDO26,N6,455,455,100.00
20,21,1102NFL26,N8,5,5,100.00
20,22,1119NFL27,ND,100,100,100.00
20,23,115VCCL28,N0,1,1,100.00
20,24,118VCCL27,N0,1,1,100.00
20,25,11MCS27,N0,2,2,100.00
20,26,1225IFL27,N0,3,3,100.00
20,27,1225IFL28,N0,7,7,100.00
20,28,12AFIL27,N0,4,4,100.00
20,29,12AFIL28,N0,8,7,87.50
20,30,12VCCL27B,N0,1,1,100.00
20,31,12VCCL29B,N0,1,1,100.00
20,32,20MICRONS,EQ,127438,65458,51.36
20,33,21STCENMGM,EQ,1676,1617,96.48
20,34,360ONE,EQ,496298,316736,63.82
20,35,364D200826,TB,200,100,50.00
20,36,364D250626,TB,148000,148000,100.00
20,37,364D280527,TB,2600,2600,100.00
20,38,364D290427,TB,700,700,100.00
20,39,364D291026,TB,200,100,50.00
20,40,3BBLACKBIO,EQ,32952,21030,63.82
20,41,3IINFOLTD,EQ,311435,170170,54.64
20,42,3MINDIA,EQ,1870,906,48.45
20,43,3PLAND,EQ,3140,2170,69.11
20,44,574GS2026,GS,9,9,100.00
20,45,591GS2028,GS,2,2,100.00
20,46,5PAISA,EQ,72685,44904,61.78
20,47,610GS2031,GS,1,1,100.00
20,48,633GS2035,GS,400,400,100.00
20,49,636GS2031,GS,100,100,100.00
20,50,63MOONS,EQ,132137,79785,60.38
20,51,648GS2035,GS,225,125,55.56
20,52,654GS2032,GS,1003,1001,99.80
20,53,664GS2027,GS,3050,2586,84.79
20,54,667GS2050,GS,42,42,100.00
20,55,668GS2040,GS,503,403,80.12
20,56,675GS2029,GS,1,1,100.00
20,57,676GS2061,GS,70692,70405,99.59
20,58,679GS2027,GS,50000,50000,100.00
20,59,679GS2031,GS,167,167,100.00
20,60,679GS2034,GS,2500,2500,100.00
20,61,690GS2065,GS,6868,6313,91.92
20,62,694GS2036,GS,300,300,100.00
20,63,695GS2061,GS,682,682,100.00
20,64,699GS2051,GS,2004,2000,99.80
20,65,706GS2028,GS,1,1,100.00
20,66,709GS2054,GS,7750,7720,99.61
20,67,709GS2074,GS,7700,7696,99.95
20,68,710GS2029,GS,29926,29917,99.97
20,69,717GS2030,GS,71150,71150,100.00
20,70,718GS2033,GS,3599,3599,100.00
20,71,71GS2034,GS,45739,45739,100.00
20,72,724GS2055,GS,135112,134212,99.33
20,73,725GS2063,GS,57539,48892,84.97
20,74,726GS2033,GS,346,346,100.00
20,75,730PFCL41,NC,120,120,100.00
20,76,733GS2026,GS,2,1,50.00
20,77,734GS2064,GS,95565,92844,97.15
20,78,734IRFC28,N4,54,54,100.00
20,79,735NHAI31,N9,1432,1428,99.72
20,80,736GS2052,GS,150,50,33.33
20,81,737GS2028,GS,3928,3868,98.47
20,82,738GS2027,GS,292301,263949,90.30
20,83,739NHAI31A,ND,3,3,100.00
20,84,73GS2053,GS,7524,7524,100.00
20,85,741GS2036,GS,5660,5660,100.00
20,86,743GS2076,GS,20000,16100,80.50
20,87,743REC35,NH,50,50,100.00
20,88,746GS2073,GS,6659,5043,75.73
20,89,74GS2062,GS,1366,1366,100.00
20,90,750GS2056,GS,100,100,100.00
20,91,753IRFC30,NJ,1117,891,79.77
20,92,754GS2036,GS,340258,332058,97.59
20,93,755TS30,SG,500,500,100.00
20,94,762GS2039,GS,3000,2000,66.67
20,95,762NTPC35F,ND,15,15,100.00
20,96,764HUDCO31,N8,1,1,100.00
20,97,764IRFC31,NO,2050,2000,97.56
20,98,764NABAR31,N2,1026,1016,99.03
20,99,769HUDCO31,N9,674,521,77.30
20,100,769IGT28,NH,50,50,100.00
20,101,769NHAI31,NE,1985,1661,83.68
20,102,76NHAI31,NA,858,714,83.22
20,103,771GS2066,GS,7399,7399,100.00
20,104,772GS2049,GS,91,91,100.00
20,105,772GS2055,GS,50,50,100.00
20,106,772MH34,SG,200,200,100.00
20,107,774IREDA31,N7,623,618,99.20
20,108,779MH54,SG,200,200,100.00
20,109,78ABCL33,N1,2,2,100.00
20,110,797IGT31,NL,1,1,100.00
20,111,79NHIT35,N1,680,680,100.00
20,112,79NHIT40,N2,10,10,100.00
20,113,79NHIT47,N3,4,4,100.00
20,114,7PFCL31,N3,86,86,100.00
20,115,805NMC29,N1,262,262,100.00
20,116,805NMC34,N6,68,68,100.00
20,117,810IRFC27,N2,502,316,62.95
20,118,812REC27,NI,296,296,100.00
20,119,81TCHF28,N8,20,20,100.00
20,120,820IIFL27,N9,60,60,100.00
20,121,824GS2027,GS,7255,7250,99.93
20,122,82HUDCO27,N2,1650,1650,100.00
20,123,82IGT31,NJ,401,398,99.25
20,124,830NHAI27,N2,951,951,100.00
20,125,833GS2026,GS,6,2,33.33
20,126,835SCL23B,YM,504,504,100.00
20,127,837IIFL28,Y4,27,27,100.00
20,128,842IIFL26,NL,508,508,100.00
20,129,848AEL29,NJ,165,165,100.00
20,130,850HMDA36,N0,40,40,100.00
20,131,850HMDA42,N0,41,41,100.00
20,132,850IIFL27,NA,200,100,50.00
20,133,852IIFL29,Y5,40,40,100.00
20,134,860AEL28,NH,10,10,100.00
20,135,863REC29,NC,10,10,100.00
20,136,865IIFL28,NS,765,755,98.69
20,137,865IIFL31,Y6,25,25,100.00
20,138,865IRFC29,NA,1843,1833,99.46
20,139,865LTF26,NN,59,56,94.92
20,140,865SCL26,N8,726,726,100.00
20,141,871REC28,N9,35,35,100.00
20,142,875AEL29,NK,6,6,100.00
20,143,875NHAI29,N6,325,317,97.54
20,144,875PF26,N8,647,498,76.97
20,145,875SFL27,ZF,30,30,100.00
20,146,876HUDCO28,ND,762,552,72.44
20,147,879SCL26,NC,260,260,100.00
20,148,87LTF27,NH,20,20,100.00
20,149,883GS2041,GS,100,100,100.00
20,150,885AEL28,NB,42,42,100.00
20,151,885IHL26,N1,50,50,100.00
20,152,885TCAPS29,NC,100,100,100.00
20,153,888ECL28,N1,35,35,100.00
20,154,888IRFC29,NE,275,275,100.00
20,155,888REC29,NF,635,625,98.43
20,156,890AEL31,NN,200,200,100.00
20,157,891IIFCL34,N4,200,200,100.00
20,158,891NTPC33,N6,6,3,50.00
20,159,892NHPC33,N6,169,169,100.00
20,160,892PFCL33,N8,1912,1898,99.27
20,161,897GS2030,GS,10510,10510,100.00
20,162,897MOFSL29,N4,77,77,100.00
20,163,8ABCL26,N2,11,10,90.91
20,164,901HUDCO34,NE,836,578,69.14
20,165,901NHB34,N6,6,5,83.33
20,166,903SFL28,YI,5,5,100.00
20,167,905LTF27,NF,100,0,0.00
20,168,910TCAP28,NA,1275,989,77.57
20,169,915AEL28,NC,110,110,100.00
20,170,915APSBC28,N0,2,2,100.00
20,171,915APSBC30,N0,10,10,100.00
20,172,915APSBC31,N0,8,6,75.00
20,173,915APSBC32,N0,5,5,100.00
20,174,91D090726,TB,2000,2000,100.00
20,175,91D130826,TB,800,800,100.00
20,176,91D170926,TB,1000,1000,100.00
20,177,91D200826,TB,1100,1100,100.00
20,178,925ISF28,N0,9,9,100.00
20,179,925SCL27B,N1,21,21,100.00
20,180,92GS2030,GS,3501,3500,99.97
20,181,930AEL30,NF,83,83,100.00
20,182,930APMD27,N0,9,9,100.00
20,183,930APMD32,N0,106,100,94.34
20,184,930APMD33,N0,2,2,100.00
20,185,930SFL28,YP,40,30,75.00
20,186,932AEL27,N3,30,30,100.00
20,187,935LTF29,N5,19,18,94.74
20,188,935MOFSL29,N5,100,100,100.00
20,189,935TSI31,N0,8,8,100.00
20,190,935TSIIC28,N0,10,10,100.00
20,191,943ECL28,NJ,1,1,100.00
20,192,948SCL27,YV,182,100,54.95
20,193,948SCL27D,N1,2,2,100.00
20,194,957ICCL25,YW,44,29,65.91
20,195,957ISFL26,N2,15,14,93.33
20,196,965SCL25F,NZ,78,22,28.21
20,197,965SCL28,AK,1,1,100.00
20,198,96IIFL28,N5,7949,7949,100.00
20,199,96IIFL28A,NF,3304,3304,100.00
20,200,971SCL28,AN,1,1,100.00
20,201,975ISF28,N0,1,1,100.00
20,202,97MOFSL34,N7,1,1,100.00
20,203,985ECL28,NK,225,225,100.00
20,204,990SCL27,YT,50,50,100.00
20,205,995SCL2035,NM,195,140,71.79
20,206,9AEL30,NE,1,1,100.00
20,207,9IIFL28,Y0,1,1,100.00
20,208,9IIFL28A,NT,426,426,100.00
20,209,9IIFL31,Y9,50,50,100.00
20,210,9SCL26BA,NA,100,100,100.00
20,211,A2ZINFRA,EQ,138211,101131,73.17
20,212,AAATECH,EQ,36572,12968,35.46
20,213,AADHARHFC,EQ,451980,240370,53.18
20,214,AAKAAR,SM,14400,8000,55.56
20,215,AAKASH,EQ,123996,95235,76.80
20,216,AARADHYA,SM,1200,1200,100.00
20,217,AARNAV,EQ,39526,23691,59.94
20,218,AARON,EQ,18738,11323,60.43
20,219,AARTECH,EQ,187652,49131,26.18
20,220,AARTIDRUGS,EQ,272482,130327,47.83
20,221,AARTIIND,EQ,741419,307495,41.47
20,222,AARTIPHARM,EQ,138782,73439,52.92
20,223,AARTISURF,EQ,35592,24964,70.14
20,224,AARTISURF,P1,1,1,100.00
20,225,AARVI,EQ,17363,8673,49.95
20,226,AAVAS,EQ,815589,320744,39.33
20,227,ABB,EQ,150159,70889,47.21
20,228,ABBOTINDIA,EQ,6568,4109,62.56
20,229,ABCAPITAL,EQ,11010826,5539233,50.31
20,230,ABCOTS,EQ,535488,456866,85.32
20,231,ABDL,EQ,204549,81909,40.04
20,232,ABFRL,EQ,3726376,2038934,54.72
20,233,ABGSEC,EQ,425,405,95.29
20,234,ABHAPOWER,SM,6400,4800,75.00
20,235,ABINFRA,EQ,2984278,1073718,35.98
20,236,ABLBL,EQ,1422288,812321,57.11
20,237,ABMINTLLTD,EQ,2386,1397,58.55
20,238,ABMKNO,EQ,4270,3965,92.86
20,239,ABREL,EQ,229705,97901,42.62
20,240,ABSL10BANK,EQ,584,336,57.53
20,241,ABSLAMC,EQ,505517,231192,45.73
20,242,ABSLBANETF,EQ,175763,111163,63.25
20,243,ABSLLIQUID,EQ,1982,1677,84.61
20,244,ABSLMSCIN,EQ,57174,18270,31.96
20,245,ABSLNN50ET,EQ,22936,21427,93.42
20,246,ABSLPSE,EQ,234330,205526,87.71
20,247,ABSMARINE,ST,46500,44500,95.70
20,248,ACC,EQ,102582,57829,56.37
20,249,ACCELYA,EQ,7246,5182,71.52
20,250,ACCENTMIC,SM,40500,33000,81.48
20,251,ACCORD,ST,4000,4000,100.00
20,252,ACCPL,ST,10800,10800,100.00
20,253,ACCURACY,EQ,96244,79137,82.23
20,254,ACE,EQ,969080,453562,46.80
20,255,ACEINTEG,EQ,6201,3279,52.88
20,256,ACETEC,SM,42000,42000,100.00
20,257,ACI,EQ,175011,75833,43.33
20,258,ACL,EQ,24787,17817,71.88
20,259,ACMESOLAR,EQ,3378183,1312205,38.84
20,260,ACSTECH,EQ,1141976,1070152,93.71
20,261,ACTIVEINFR,SM,1800,1200,66.67
20,262,ACUTAAS,EQ,206990,85455,41.28
20,263,ADANIENSOL,EQ,1683730,670495,39.82
20,264,ADANIENT,EQ,1726452,508916,29.48
20,265,ADANIGREEN,EQ,2956240,910709,30.81
20,266,ADANIPORTS,EQ,1524494,655692,43.01
20,267,ADANIPOWER,EQ,19943922,6443458,32.31
20,268,ADDICTIVE,SM,10500,10500,100.00
20,269,ADFFOODS,EQ,416016,182712,43.92
20,270,ADISOFT,SM,59200,33600,56.76
20,271,ADL,EQ,184,146,79.35
20,272,ADOR,EQ,43543,23008,52.84
20,273,ADROITINFO,EQ,20963,15558,74.22
20,274,ADSL,EQ,83825,41707,49.75
20,275,ADVAIT,EQ,45076,23586,52.32
20,276,ADVANCE,EQ,674529,358772,53.19
20,277,ADVANIHOTR,EQ,118165,73849,62.50
20,278,ADVENTHTL,EQ,1091383,436337,39.98
20,279,ADVENZYMES,EQ,190925,102859,53.87
20,280,AEGISLOG,EQ,5487989,529049,9.64
20,281,AEGISVOPAK,EQ,1060153,495916,46.78
20,282,AEPL,EQ,6632,3921,59.12
20,283,AEQUS,EQ,20818375,4078861,19.59
20,284,AEROENTER,EQ,7737951,2365986,30.58
20,285,AEROFLEX,EQ,1814849,501930,27.66
20,286,AERON,SM,24000,21000,87.50
20,287,AERONEU,EQ,60367,10806,17.90
20,288,AESTHETIK,SM,4000,4000,100.00
20,289,AETHER,EQ,597407,326106,54.59
20,290,AFCONS,EQ,525956,263799,50.16
20,291,AFFLE,EQ,258842,153176,59.18
20,292,AFSL,EQ,3874,2179,56.25
20,293,AGARIND,EQ,53847,23405,43.47
20,294,AGARWALEYE,EQ,31711,16010,50.49
20,295,AGARWALFT,ST,12000,12000,100.00
20,296,AGARWALTUF,SM,7200,6000,83.33
20,297,AGI,EQ,84528,39532,46.77
20,298,AGIIL,EQ,831330,294329,35.40
20,299,AGNI,SM,2500,2500,100.00
20,300,AGROPHOS,EQ,101676,83502,82.13
20,301,AHCL,EQ,5626713,2958463,52.58
20,302,AHLADA,EQ,12442,9571,76.92
20,303,AHLEAST,EQ,3664,3293,89.87
20,304,AHLUCONT,EQ,17851,9916,55.55
20,305,AIAENG,EQ,245621,148376,60.41
20,306,AIIL,EQ,666352,210860,31.64
20,307,AILIMITED,ST,4500,4500,100.00
20,308,AIMTRON,SM,37600,23800,63.30
20,309,AIRAN,EQ,56754,36589,64.47
20,310,AIROLAM,EQ,858,683,79.60
20,311,AISL,SM,600,600,100.00
20,312,AJANTPHARM,EQ,140206,60367,43.06
20,313,AJAXENGG,EQ,43099,26013,60.36
20,314,AJMERA,EQ,668440,370531,55.43
20,315,AJOONI,EQ,650316,543740,83.61
20,316,AKANKSHA,ST,9000,9000,100.00
20,317,AKASH,EQ,3928,3454,87.93
20,318,AKCAPIT,EQ,2202,1435,65.17
20,319,AKG,EQ,97732,49188,50.33
20,320,AKI,EQ,171821,144577,84.14
20,321,AKIKO,ST,25600,25600,100.00
20,322,AKSHAR,EQ,539844,305099,56.52
20,323,AKSHARCHEM,EQ,36499,17881,48.99
20,324,AKUMS,EQ,186048,97776,52.55
20,325,ALANKIT,EQ,266222,171108,64.27
20,326,ALBERTDAVD,EQ,840,673,80.12
20,327,ALCODIS,ST,2500,1875,75.00
20,328,ALEMBICLTD,EQ,424306,231233,54.50
20,329,ALGOQUANT,EQ,1033144,183013,17.71
20,330,ALICON,EQ,11967,8444,70.56
20,331,ALIVUS,EQ,60768,36433,59.95
20,332,ALKEM,EQ,106481,55515,52.14
20,333,ALKYLAMINE,EQ,117023,37094,31.70
20,334,ALLCARGO,EQ,5561986,3365105,60.50
20,335,ALLDIGI,EQ,4187,3201,76.45
20,336,ALLETEC,ST,21200,20000,94.34
20,337,ALLTIME,EQ,45075,18467,40.97
20,338,ALMONDZ,EQ,121315,89684,73.93
20,339,ALOKINDS,EQ,3405817,1770845,51.99
20,340,ALPA,EQ,12878,7196,55.88
20,341,ALPEXSOLAR,SM,48000,32400,67.50
20,342,ALPHA,EQ,1163450,873982,75.12
20,343,ALPHAETF,EQ,960645,786354,81.86
20,344,ALPHAGEO,EQ,5120,3894,76.05
20,345,ALPL30IETF,EQ,1819362,1542207,84.77
20,346,ALUWIND,SM,28500,25500,89.47
20,347,AMAGI,EQ,845777,245200,28.99
20,348,AMBAAUTO,SM,67000,35000,52.24
20,349,AMBALALSA,EQ,76984,57491,74.68
20,350,AMBANIORGO,SM,6000,5000,83.33
20,351,AMBER,EQ,712322,188299,26.43
20,352,AMBICAAGAR,EQ,13950,12959,92.90
20,353,AMBIKCO,EQ,14665,8039,54.82
20,354,AMBUJACEM,EQ,3536363,2010494,56.85
20,355,AMCL,SM,6000,6000,100.00
20,356,AMDIND,EQ,10232,8474,82.82
20,357,AMEYA,SM,15000,11000,73.33
20,358,AMIRCHAND,EQ,1056456,346595,32.81
20,359,AMJLAND,EQ,2859,2698,94.37
20,360,AMNPLST,EQ,2272,1218,53.61
20,361,AMRUTANJAN,EQ,17224,10981,63.75
20,362,ANANDRATHI,EQ,1139804,450447,39.52
20,363,ANANTAM,IV,9003,7821,86.87
20,364,ANANTRAJ,EQ,1651719,572543,34.66
20,365,ANDHRAPAP,EQ,406164,258754,63.71
20,366,ANDHRSUGAR,EQ,315140,121724,38.63
20,367,ANGELONE,EQ,3096581,1003014,32.39
20,368,ANLON,ST,2000,2000,100.00
20,369,ANMOL,EQ,36636,26943,73.54
20,370,ANNAPURNA,SM,20500,18750,91.46
20,371,ANONDITA,SM,34400,23000,66.86
20,372,ANTELOPUS,EQ,92191,58123,63.05
20,373,ANTGRAPHIC,EQ,90413,68876,76.18
20,374,ANTHEM,EQ,565407,331755,58.68
20,375,ANUHPHR,EQ,46163,23136,50.12
20,376,ANUP,EQ,152295,61335,40.27
20,377,ANURAS,EQ,209952,81710,38.92
20,378,ANYA,SM,55000,45000,81.82
20,379,ANZEN,IV,25000,25000,100.00
20,380,AONEGOLD,EQ,549986,245734,44.68
20,381,AONELIQUID,EQ,4534,2897,63.90
20,382,AONENIFTY,EQ,165728,128759,77.69
20,383,AONESILVER,EQ,1207759,774512,64.13
20,384,AONETMMQ50,EQ,725162,469517,64.75
20,385,AONETOTAL,EQ,252726,176658,69.90
20,386,APARINDS,EQ,81837,27301,33.36
20,387,APCL,EQ,1750,1514,86.51
20,388,APCOTEXIND,EQ,277789,101169,36.42
20,389,APEX,EQ,142308,64118,45.06
20,390,APEXECO,ST,39200,39200,100.00
20,391,APLAPOLLO,EQ,268023,170024,63.44
20,392,APLLTD,EQ,222284,73658,33.14
20,393,APOLLO,EQ,9002384,2520438,28.00
20,394,APOLLOHOSP,EQ,208982,134786,64.50
20,395,APOLLOPIPE,EQ,56546,23769,42.03
20,396,APOLLOTYRE,EQ,1120243,320717,28.63
20,397,APOLSINHOT,EQ,1425,1004,70.46
20,398,APRAMEYA,SM,11000,9000,81.82
20,399,APS,SM,29250,17750,60.68
20,400,APSISAERO,ST,36000,34800,96.67
20,401,APTUS,EQ,326388,177579,54.41
20,402,AQYLON,EQ,800244,457830,57.21
20,403,ARABIAN,SM,2000,2000,100.00
20,404,ARCHIDPLY,EQ,3064,1748,57.05
20,405,ARCHIES,EQ,20039,13476,67.25
20,406,ARCIIL,ST,6000,6000,100.00
20,407,ARE&M,EQ,795999,230744,28.99
20,408,ARENTERP,EQ,9687,6021,62.16
20,409,ARFIN,EQ,2162363,1131924,52.35
20,410,ARHAM,SM,7000,5000,71.43
20,411,ARIES,EQ,17260,11164,64.68
20,412,ARIHANT,EQ,3640,2182,59.95
20,413,ARIHANTCAP,EQ,148479,82160,55.33
20,414,ARIHANTSUP,EQ,13998,8298,59.28
20,415,ARIS,EQ,541043,279291,51.62
20,416,ARKADE,EQ,593133,264183,44.54
20,417,ARMANFIN,EQ,47600,28401,59.67
20,418,ARMOUR,SM,12000,10000,83.33
20,419,AROGRANITE,EQ,5285,3687,69.76
20,420,ARSSBL,EQ,441017,204647,46.40
20,421,ARTEMISMED,EQ,335247,182251,54.36
20,422,ARTNIRMAN,EQ,8098,3115,38.47
20,423,ARUNAYA,ST,12000,12000,100.00
20,424,ARVEE,EQ,4240,2580,60.85
20,425,ARVIND,EQ,639308,281616,44.05
20,426,ARVINDFASN,EQ,249731,128249,51.35
20,427,ARVINDPORT,ST,12000,12000,100.00
20,428,ARVSMART,EQ,48218,27665,57.37
20,429,ASAHIINDIA,EQ,54533,28022,51.39
20,430,ASAHISONG,EQ,3188,1989,62.39
20,431,ASAL,EQ,109991,42142,38.31
20,432,ASALCBR,EQ,46842,28080,59.95
20,433,ASHALOG,SM,9000,8000,88.89
20,434,ASHAPURMIN,EQ,260900,117892,45.19
20,435,ASHIANA,EQ,58932,30070,51.02
20,436,ASHIKA,EQ,124181,29840,24.03
20,437,ASHIMASYN,EQ,59269,46382,78.26
20,438,ASHOKA,EQ,1102080,482443,43.78
20,439,ASHOKAMET,EQ,18003,14386,79.91
20,440,ASHOKLEY,EQ,19817368,10022436,50.57
20,441,ASHWINI,SM,292000,134000,45.89
20,442,ASIANENE,EQ,688109,216178,31.42
20,443,ASIANHOTNR,EQ,15096,10141,67.18
20,444,ASIANPAINT,EQ,1033475,634748,61.42
20,445,ASIANTILES,EQ,6091656,2176174,35.72
20,446,ASKAUTOLTD,EQ,98606,49224,49.92
20,447,ASPINWALL,EQ,1538,1297,84.33
20,448,ASPIRE,SM,4000,4000,100.00
20,449,ASTAR,EQ,31,26,83.87
20,450,ASTEC,EQ,43816,22954,52.39
20,451,ASTERDM,EQ,571911,217707,38.07
20,452,ASTRAL,EQ,158344,57991,36.62
20,453,ASTRAMICRO,EQ,668341,210695,31.53
20,454,ASTRAZEN,EQ,6855,4234,61.77
20,455,ATALREAL,EQ,3122151,1370821,43.91
20,456,ATAM,EQ,6811,4786,70.27
20,457,ATCENERGY,ST,2400,2400,100.00
20,458,ATGL,EQ,2636613,582723,22.10
20,459,ATHERENERG,EQ,2461416,676067,27.47
20,460,ATL,EQ,93796,64549,68.82
20,461,ATLANTAA,EQ,62914,36974,58.77
20,462,ATLANTAELE,EQ,147313,76260,51.77
20,463,ATLASCYCLE,EQ,2943,2137,72.61
20,464,ATLPP,E1,3061,2674,87.36
20,465,ATMASTCO,ST,26000,25600,98.46
20,466,ATUL,EQ,7822,4905,62.71
20,467,ATULAUTO,EQ,47945,22935,47.84
20,468,AUBANK,EQ,1760276,1222092,69.43
20,469,AURIGROW,EQ,11588002,5668054,48.91
20,470,AURIONPRO,EQ,212840,92680,43.54
20,471,AUROIMPEX,SM,28800,20800,72.22
20,472,AUROPHARMA,EQ,1718469,799793,46.54
20,473,AURUM,EQ,223397,152037,68.06
20,474,AUSL,SM,6000,6000,100.00
20,475,AUTOAXLES,EQ,3993,2033,50.91
20,476,AUTOBEES,EQ,143233,67749,47.30
20,477,AUTOIETF,EQ,246470,171883,69.74
20,478,AVALON,EQ,188259,72461,38.49
20,479,AVANA,ST,4000,4000,100.00
20,480,AVANTEL,EQ,1492176,639744,42.87
20,481,AVANTIFEED,EQ,784392,306029,39.01
20,482,AVG,EQ,166781,91419,54.81
20,483,AVIANSH,SM,2000,2000,100.00
20,484,AVL,EQ,304651,143831,47.21
20,485,AVONMORE,EQ,157976,118903,75.27
20,486,AVPINFRA,SM,68800,40800,59.30
20,487,AVROIND,EQ,88548,60932,68.81
20,488,AVTNPL,EQ,54418,33938,62.37
20,489,AWFIS,EQ,236113,108755,46.06
20,490,AWHCL,EQ,416073,165412,39.76
20,491,AWL,EQ,5261866,3061994,58.19
20,492,AXISBANK,EQ,3153284,1811196,57.44
20,493,AXISBNKETF,EQ,1311,1311,100.00
20,494,AXISCADES,EQ,115207,64475,55.96
20,495,AXISCETF,EQ,1209,1009,83.46
20,496,AXISGOLD,EQ,1245351,867426,69.65
20,497,AXISHCETF,EQ,8801,3320,37.72
20,498,AXISILVER,EQ,276850,109610,39.59
20,499,AXISNIFTY,EQ,56958,39527,69.40
20,500,AXISTECETF,EQ,4157,2658,63.94
20,501,AXISVALUE,EQ,67642,55692,82.33
20,502,AXITA,EQ,256258,126345,49.30
20,503,AXSENSEX,EQ,2346,1789,76.26
20,504,AYE,EQ,747665,296269,39.63
20,505,AYMSYNTEX,EQ,2405,1588,66.03
20,506,AZAD,EQ,271924,132108,48.58
20,507,BABAFP,SM,6400,4800,75.00
20,508,BAGDIGITAL,SM,1600,1600,100.00
20,509,BAGFILMS,EQ,104002,70290,67.59
20,510,BAGMANE,RR,1471263,1304914,88.69
20,511,BAHETI,SM,30750,19125,62.20
20,512,BAIDFIN,EQ,67799,63564,93.75
20,513,BAJAJ-AUTO,EQ,834191,532847,63.88
20,514,BAJAJCON,EQ,335263,188816,56.32
20,515,BAJAJELEC,EQ,175688,59948,34.12
20,516,BAJAJFINSV,EQ,1828102,1292629,70.71
20,517,BAJAJHCARE,EQ,135767,64360,47.40
20,518,BAJAJHFL,EQ,11536177,5385285,46.68
20,519,BAJAJHIND,EQ,3360729,1664710,49.53
20,520,BAJAJHLDNG,EQ,97395,67264,69.06
20,521,BAJAJINDEF,EQ,35062,20071,57.24
20,522,BAJAJST,EQ,19939,9267,46.48
20,523,BAJEL,EQ,800637,356169,44.49
20,524,BAJFINANCE,EQ,5680845,3440597,60.56
20,525,BALAJEE,EQ,22992,16615,72.26
20,526,BALAJIPHOS,SM,30000,27000,90.00
20,527,BALAJITELE,EQ,198513,100806,50.78
20,528,BALAMINES,EQ,122798,40302,32.82
20,529,BALCO,ST,1200,1200,100.00
20,530,BALKRISHNA,EQ,70053,45817,65.40
20,531,BALKRISIND,EQ,77685,50173,64.59
20,532,BALMLAWRIE,EQ,245817,135744,55.22
20,533,BALPHARMA,EQ,29128,16210,55.65
20,534,BALRAMCHIN,EQ,298324,165382,55.44
20,535,BALUFORGE,EQ,543269,285135,52.49
20,536,BANARBEADS,EQ,745,650,87.25
20,537,BANARISUG,EQ,2972,2754,92.66
20,538,BANCOINDIA,EQ,162329,60373,37.19
20,539,BANDHANBNK,EQ,2910957,1174979,40.36
20,540,BANG,EQ,24482,18517,75.64
20,541,BANK10ADD,EQ,24207,18981,78.41
20,542,BANKADD,EQ,14960,13118,87.69
20,543,BANKBARODA,EQ,10870558,6661074,61.28
20,544,BANKBEES,EQ,590476,399667,67.69
20,545,BANKBETA,EQ,983052,925296,94.12
20,546,BANKBETF,EQ,60213,58597,97.32
20,547,BANKETF,EQ,10905,8400,77.03
20,548,BANKIETF,EQ,396113,228882,57.78
20,549,BANKINDIA,EQ,7688929,3918814,50.97
20,550,BANKNIFTY1,EQ,1475456,1187219,80.46
20,551,BANKPSU,EQ,52963,50938,96.18
20,552,BANSALWIRE,EQ,31596,18220,57.67
20,553,BANSWRAS,EQ,148732,88629,59.59
20,554,BARFLEX,SM,12000,10000,83.33
20,555,BASF,EQ,69130,49294,71.31
20,556,BASILIC,SM,27000,21000,77.78
20,557,BASML,EQ,157501,116629,74.05
20,558,BATAINDIA,EQ,545144,213890,39.24
20,559,BATLIBOI,EQ,16136,13501,83.67
20,560,BAWEJA,ST,4800,4800,100.00
20,561,BAYERCROP,EQ,150136,92466,61.59
20,562,BBETF0432,EQ,2083,2036,97.74
20,563,BBL,EQ,125941,90917,72.19
20,564,BBNPNBETF,EQ,3388,2555,75.41
20,565,BBNPPGOLD,EQ,4765,4686,98.34
20,566,BBOX,EQ,550276,256185,46.56
20,567,BBTC,EQ,147688,60286,40.82
20,568,BBTCL,EQ,5933,4772,80.43
20,569,BCG,EQ,4957200,2714103,54.75
20,570,BCLIND,EQ,1194462,612370,51.27
20,571,BCONCEPTS,EQ,29575,20266,68.52
20,572,BCPL,EQ,13947,7738,55.48
20,573,BDL,EQ,2708566,938321,34.64
20,574,BEACON,ST,9000,9000,100.00
